"time","summary","icon","sunriseTime","sunsetTime","moonPhase","precipIntensity","precipIntensityMax","precipIntensityMaxTime","precipProbability","precipType","temperatureHigh","temperatureHighTime","temperatureLow","temperatureLowTime","apparentTemperatureHigh","apparentTemperatureHighTime","apparentTemperatureLow","apparentTemperatureLowTime","dewPoint","humidity","pressure","windSpeed","windGust","windGustTime","windBearing","cloudCover","uvIndex","uvIndexTime","visibility","ozone","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","apparentTemperatureMax","apparentTemperatureMaxTime","country","province","date","precipAccumulation"
1583470800,"Light rain starting in the afternoon.","rain",1583493720,1583535300,0.4,0.0914,0.4219,1583553600,0.98,"rain",7.45,1583509500,2.25,1583582340,4.56,1583508780,-1.17,1583553000,2.16,0.81,1012.7,3.97,11.03,1583528640,42,0.65,3,1583513220,15.103,378,3.31,1583537580,7.45,1583509500,-1.17,1583553000,4.56,1583508780,"US","New York County, NY",2020-03-06,NA
1583557200,"Clear throughout the day.","rain",1583580060,1583621760,0.44,0.0263,0.2433,1583557200,0.46,"rain",9.86,1583614740,1.25,1583660280,7.9,1583613840,-1.55,1583661120,-6.48,0.49,1021.9,2.98,12.77,1583592060,318,0.38,3,1583600760,15.979,404.5,2.25,1583582340,9.86,1583614740,-0.93,1583572380,7.9,1583613840,"US","New York County, NY",2020-03-07,NA
1583643600,"Clear throughout the day.","clear-day",1583666340,1583708220,0.47,0.0018,0.0061,1583722020,0.03,"rain",14.63,1583701140,6.07,1583754480,14.35,1583701140,3.75,1583754660,-6.68,0.37,1029.9,3.88,13.62,1583673900,256,0.17,4,1583690520,16.054,350.8,1.25,1583660280,14.63,1583701140,-1.55,1583661120,14.35,1583701140,"US","New York County, NY",2020-03-08,NA
1583726400,"Clear throughout the day.","clear-day",1583752680,1583794680,0.51,0.0022,0.0058,1583748240,0.02,"rain",21.75,1583787300,10.59,1583841600,21.47,1583787300,10.86,1583841600,-2.85,0.34,1026.9,3.96,16.17,1583791140,255,0.03,5,1583773680,16.093,342.8,6.07,1583754480,21.75,1583787300,3.75,1583754660,21.47,1583787300,"US","New York County, NY",2020-03-09,NA
1583211600,"Light rain in the evening and overnight.","rain",1583234220,1583275140,0.29,0.1175,1.2713,1583280600,0.85,"rain",18.24,1583258820,6.49,1583318820,17.96,1583258820,3.66,1583318580,5.22,0.66,1004.6,3.26,9.26,1583269860,198,0.55,3,1583254560,15.887,387.9,6.99,1583236620,18.24,1583258820,5.79,1583236680,17.96,1583258820,"US","Norfolk County, MA",2020-03-03,NA
1583298000,"Clear throughout the day.","rain",1583320500,1583361600,0.33,0.0554,0.385,1583306280,0.74,"rain",11.31,1583348820,2.39,1583405760,11.03,1583348820,-0.44,1583405940,-2.24,0.49,1001.8,5.1,15.89,1583337960,271,0.34,3,1583340780,15.917,398.9,5.12,1583373060,11.31,1583348820,3.01,1583374260,11.03,1583348820,"US","Norfolk County, MA",2020-03-04,NA
1583384400,"Clear throughout the day.","clear-day",1583406780,1583448060,0.36,0.0076,0.0227,1583420040,0.07,"rain",11.89,1583438460,-2.04,1583491920,11.61,1583438460,-1.77,1583491920,-6.03,0.44,1016.3,2.84,9.5,1583420760,287,0.04,4,1583427480,16.093,364.6,0.56,1583467200,11.89,1583438460,-0.44,1583405940,11.61,1583438460,"US","Norfolk County, MA",2020-03-05,NA
1583470800,"Possible drizzle overnight.","snow",1583493120,1583534520,0.4,0.0336,0.2336,1583553600,0.41,"snow",9.83,1583513760,-1.53,1583581500,7.28,1583513400,-6.33,1583579100,-3.09,0.64,1015.2,3.15,12.66,1583547780,68,0.54,3,1583513280,15.523,370,-2.04,1583491920,9.83,1583513760,-3.02,1583553600,7.28,1583513400,"US","Norfolk County, MA",2020-03-06,0.2
1583557200,"Clear throughout the day.","snow",1583579400,1583621040,0.44,0.0354,0.2849,1583557200,0.63,"snow",7.31,1583610300,-3.79,1583655000,4.19,1583611080,-6.13,1583665080,-14.06,0.33,1018.6,4.57,12.11,1583578560,352,0.42,3,1583601600,15.486,409.6,-1.53,1583581500,7.31,1583610300,-6.33,1583579100,4.19,1583611080,"US","Norfolk County, MA",2020-03-07,0.5
1583643600,"Clear throughout the day.","clear-day",1583665680,1583707500,0.47,0.0081,0.027,1583722020,0.04,"snow",12.46,1583693880,2.28,1583726340,12.18,1583693880,0.7,1583726340,-11.78,0.32,1026.6,2.67,9.38,1583694360,270,0.15,4,1583686980,16.093,367.5,-3.79,1583655000,12.46,1583693880,-6.13,1583665080,12.18,1583693880,"US","Norfolk County, MA",2020-03-08,0.1
1583726400,"Clear throughout the day.","clear-day",1583752020,1583793960,0.51,0.0101,0.0284,1583750040,0.04,"rain",23.2,1583785140,7.3,1583838120,22.92,1583785140,6.5,1583838000,-5.26,0.31,1023.7,3.4,9.73,1583782500,222,0.11,4,1583773080,16.093,347.6,2.28,1583726400,23.2,1583785140,0.7,1583726400,22.92,1583785140,"US","Norfolk County, MA",2020-03-09,NA
1583812800,"Possible drizzle in the afternoon.","rain",1583840220,1583882640,0.55,0.0689,0.3457,1583873760,0.49,"rain",19.24,1583875260,10.03,1583927460,18.96,1583875260,10.3,1583927460,11.54,0.77,1026.1,3.91,13.28,1583854320,216,0.69,4,1583862360,16.093,320.4,11.72,1583834100,19.24,1583875260,11.99,1583834100,18.96,1583875260,"US","North Carolina",2020-03-10,NA
1583899200,"Partly cloudy throughout the day.","partly-cloudy-day",1583926560,1583969100,0.59,0.0612,0.3016,1583960820,0.24,"rain",22.92,1583954040,8.07,1584013440,22.64,1583954040,7.48,1584013320,12.17,0.78,1018.5,2,8.29,1583899200,222,0.42,5,1583947800,16.093,347.2,10.03,1583927460,22.92,1583954040,10.3,1583927460,22.64,1583954040,"US","North Carolina",2020-03-11,NA
1583985600,"Clear throughout the day.","clear-day",1584012900,1584055560,0.63,0.017,0.0508,1584014460,0.17,"rain",23.76,1584042480,17.51,1584094140,23.48,1584042480,18.06,1584094260,10.56,0.73,1015.5,1.76,5.53,1584068400,163,0.29,6,1584034680,16.093,344,8.07,1584013440,23.76,1584042480,7.48,1584013320,23.48,1584042480,"US","North Carolina",2020-03-12,NA
1584072000,"Possible drizzle in the morning.","rain",1584099180,1584142020,0.67,0.0573,0.2138,1584091080,0.64,"rain",23.16,1584129300,9.94,1584184140,22.88,1584129060,10.21,1584184140,15.42,0.78,1016.4,3.31,12.84,1584096720,234,0.77,4,1584121980,16.093,307.9,16.73,1584154800,23.16,1584129300,17,1584154800,22.88,1584129060,"US","North Carolina",2020-03-13,NA
1584158400,"Partly cloudy throughout the day.","partly-cloudy-day",1584185520,1584228420,0.7,0.0192,0.0508,1584158400,0.11,"rain",21.48,1584210720,10.79,1584270240,21.2,1584210720,11.06,1584270240,0.99,0.39,1026.7,2.18,8.9,1584180000,40,0.5,6,1584208500,16.093,301.6,9.94,1584184140,21.48,1584210720,10.21,1584184140,21.2,1584210720,"US","North Carolina",2020-03-14,NA
1584244800,"Mostly cloudy throughout the day.","rain",1584271800,1584314880,0.74,0.0333,0.1647,1584269580,0.37,"rain",15.02,1584294780,6.18,1584356280,14.74,1584294780,4.56,1584356040,6.16,0.66,1026.7,3.05,6.89,1584327600,46,0.82,4,1584293700,16.093,295.4,9.12,1584327600,15.02,1584294780,7.45,1584327600,14.74,1584294780,"US","North Carolina",2020-03-15,NA
1584331200,"Mostly cloudy throughout the day.","partly-cloudy-day",1584358140,1584401340,0.77,0.0164,0.0454,1584366900,0.06,"rain",15.44,1584387960,7.73,1584438960,15.16,1584387960,8,1584438960,4.17,0.68,1029.4,1.97,8.04,1584334800,62,0.72,6,1584381180,16.093,308.4,6.18,1584356280,15.44,1584387960,4.56,1584356040,15.16,1584387960,"US","North Carolina",2020-03-16,NA
1584417600,"Light rain in the morning.","rain",1584444420,1584487800,0.8,0.161,0.9016,1584438240,0.83,"rain",16.8,1584475260,7.88,1584525600,16.52,1584475260,7.45,1584532380,9.82,0.88,1024.1,1.58,8.12,1584460440,224,0.83,4,1584467760,16.063,307,7.73,1584438960,16.8,1584475260,8,1584438960,16.52,1584475260,"US","North Carolina",2020-03-17,NA
1583989200,"Partly cloudy throughout the day.","rain",1584017880,1584060120,0.63,0.0362,0.2656,1584010860,0.31,"rain",1.38,1584043080,-8.08,1584104400,-5.48,1584014400,-15.98,1584104400,-4.16,0.72,1012.5,7.83,15.72,1584026040,310,0.57,2,1584037860,16.011,408.9,-2.65,1584072000,3.88,1583999520,-8.56,1584072000,-0.35,1583992920,"US","North Dakota",2020-03-12,NA
1584075600,"Partly cloudy throughout the day.","partly-cloudy-day",1584104160,1584146640,0.67,0.0202,0.0562,1584157080,0.11,"snow",-3.49,1584137040,-12.08,1584190800,-9.35,1584138000,-19.68,1584190800,-11.42,0.65,1029.6,5.94,12.64,1584075600,327,0.34,3,1584128820,16.026,386.6,-8.09,1584105060,-2.7,1584075600,-16.33,1584109020,-9.35,1584138000,"US","North Dakota",2020-03-13,0.7
1584162000,"Partly cloudy throughout the day.","partly-cloudy-day",1584190440,1584233100,0.7,0.0203,0.0579,1584231540,0.07,"snow",-4.67,1584222900,-9.15,1584256680,-11.84,1584222900,-15.94,1584253860,-12.8,0.74,1040.4,5.43,10.85,1584244800,85,0.67,3,1584212160,14.957,341.2,-12.25,1584193860,-4.67,1584222900,-20.12,1584194760,-11.84,1584222900,"US","North Dakota",2020-03-14,0.8
1584248400,"Foggy starting in the afternoon.","snow",1584276720,1584319560,0.74,0.1469,0.3884,1584309420,0.47,"snow",0.31,1584309600,-7.79,1584362040,-4.99,1584309900,-14.87,1584361200,-7.23,0.82,1034,4.99,11.65,1584296100,135,0.85,3,1584297960,9.29,339.5,-9.15,1584256680,0.31,1584309600,-15.94,1584253860,-4.59,1584331200,"US","North Dakota",2020-03-15,3.9
1584334800,"Partly cloudy throughout the day.","partly-cloudy-day",1584363000,1584406080,0.77,0.0268,0.1609,1584341940,0.18,"snow",-1.06,1584395640,-11.67,1584449040,-7.9,1584395760,-17.54,1584446220,-7.77,0.75,1025.8,6.35,13.05,1584402600,296,0.56,4,1584383460,14.369,339.4,-7.79,1584362040,-0.81,1584340860,-14.87,1584361200,-4.26,1584335040,"US","North Dakota",2020-03-16,0.7
1584421200,"Clear throughout the day.","clear-day",1584449280,1584492540,0.81,0.0306,0.0583,1584446040,0.1,"snow",0.52,1584483780,-3.14,1584536400,-4.51,1584487860,-8.42,1584536400,-8.87,0.74,1021.1,4.25,11.87,1584421200,207,0.16,4,1584470520,16.093,338.9,-11.67,1584449040,0.52,1584483780,-17.54,1584446220,-3.94,1584504000,"US","North Dakota",2020-03-17,1
1583812800,"Rain in the morning and afternoon.","rain",1583841060,1583883240,0.55,0.6583,2.5385,1583841660,0.96,"rain",12.01,1583851980,3.23,1583909280,11.73,1583851980,1.38,1583907060,7.92,0.86,1018.6,5.87,17.96,1583837760,239,0.95,3,1583861940,15.037,352.8,4.91,1583895600,13.45,1583812800,3.5,1583895600,13.17,1583812800,"US","Ohio",2020-03-10,NA
1583899200,"Overcast throughout the day.","cloudy",1583927340,1583969700,0.59,0.0211,0.0747,1583924160,0.21,"rain",10.78,1583956860,4.56,1584007080,10.5,1583956860,4.83,1584007080,3.75,0.85,1019.2,2.01,4.57,1583953800,172,0.89,3,1583948700,15.026,382.6,3.23,1583909280,10.78,1583956860,1.38,1583907060,10.5,1583956860,"US","Ohio",2020-03-11,NA
1583985600,"Rain overnight.","rain",1584013680,1584056160,0.63,0.025,0.156,1584056880,0.25,"rain",16.16,1584044160,5.21,1584100800,15.88,1584044160,1.39,1584100800,6.68,0.81,1012.4,2.65,9.7,1584068400,159,0.86,3,1584033420,16.093,350.4,4.56,1584007080,16.16,1584044160,4.83,1584007080,15.88,1584044160,"US","Ohio",2020-03-12,NA
1584072000,"Clear throughout the day.","rain",1584099960,1584142620,0.67,0.2429,2.6265,1584075960,0.79,"rain",9.94,1584127620,-0.03,1584179880,6.31,1584127020,-1.42,1584178620,3.2,0.7,1016.9,6.25,13.38,1584090960,272,0.41,5,1584121680,15.69,333.8,3.5,1584154800,13.78,1584078600,1.2,1584154800,13.5,1584078600,"US","Ohio",2020-03-13,NA
1584158400,"Possible light snow (1–4 cm.) in the evening.","snow",1584186240,1584229080,0.7,0.2295,0.8942,1584216240,0.56,"snow",5.68,1584204120,-0.66,1584270240,5.27,1584205140,-5.09,1584269700,-2.64,0.72,1031,1.94,9.18,1584241200,25,0.63,4,1584208080,13.954,304.8,-0.03,1584179880,5.68,1584204120,-4.26,1584241200,5.27,1584205140,"US","Ohio",2020-03-14,2.3
1584244800,"Partly cloudy throughout the day.","partly-cloudy-day",1584272580,1584315540,0.74,0.0346,0.345,1584244800,0.23,"snow",8.3,1584301620,-2.13,1584356040,5.36,1584301380,-5.19,1584356040,-1.56,0.76,1033.3,4.2,9.4,1584244800,29,0.64,5,1584293760,15.309,320.5,-0.66,1584270240,8.3,1584301620,-5.09,1584269700,5.36,1584301380,"US","Ohio",2020-03-15,0.4
1584331200,"Mostly cloudy throughout the day.","rain",1584358860,1584402000,0.77,0.0658,0.3968,1584403380,0.36,"rain",9.91,1584386220,4.39,1584442680,8.12,1584385680,2.17,1584435720,-1.52,0.7,1027.4,2.53,7.65,1584331200,133,0.59,4,1584378720,16.093,334.2,-2.13,1584356040,9.91,1584386220,-5.19,1584356040,8.12,1584385680,"US","Ohio",2020-03-16,NA
1584417600,"Overcast throughout the day.","rain",1584445140,1584488460,0.8,0.0504,0.1454,1584442380,0.28,"rain",9.03,1584474840,-0.95,1584522360,6.54,1584474840,-3.6,1584528420,2.31,0.82,1023.5,2.82,7.09,1584435480,274,0.82,3,1584466920,15.54,338.9,1.18,1584500400,9.03,1584474840,1.45,1584500400,6.54,1584474840,"US","Ohio",2020-03-17,NA
1583647200,"Clear throughout the day.","clear-day",1583669100,1583711520,0.48,0.0176,0.0544,1583721960,0.05,"rain",20.39,1583696880,8.86,1583739960,20.11,1583696880,7.99,1583740800,5.47,0.63,1032.1,3.25,9.22,1583678880,118,0.2,7,1583690220,16.093,300.7,6.32,1583661540,20.39,1583696880,4.5,1583661480,20.11,1583696880,"US","Okaloosa County, FL",2020-03-08,NA
1583730000,"Clear throughout the day.","clear-day",1583755440,1583797920,0.51,0.0197,0.0545,1583748240,0.11,"rain",21.95,1583781600,12.47,1583820960,21.67,1583781600,12.74,1583821020,11.51,0.79,1030.8,3.89,10.79,1583766780,129,0.18,7,1583776680,16.093,287.5,8.86,1583739960,21.95,1583781600,7.99,1583740800,21.67,1583781600,"US","Okaloosa County, FL",2020-03-09,NA
1583816400,"Partly cloudy throughout the day.","clear-day",1583844360,1583886780,0.55,0.0172,0.053,1583827020,0.07,"rain",21.52,1583878680,15.5,1583931600,21.24,1583878680,15.78,1583897880,5.51,0.73,1023.5,2.66,8.58,1583899200,123,0.21,6,1583865600,15.909,316.2,2.17,1583838540,21.52,1583878680,0.86,1583838720,21.24,1583878680,"US","Oklahoma",2020-03-10,NA
1583902800,"Partly cloudy throughout the day.","partly-cloudy-day",1583930640,1583973180,0.59,0.025,0.1294,1583905380,0.14,"rain",24.79,1583956980,14.13,1584000000,24.51,1583956980,14.4,1584000000,14.11,0.74,1013.4,4.05,15.06,1583923560,154,0.6,6,1583951760,16.093,314.9,14.7,1583934780,24.79,1583956980,14.98,1583934780,24.51,1583956980,"US","Oklahoma",2020-03-11,NA
1583989200,"Clear throughout the day.","partly-cloudy-day",1584016980,1584059640,0.63,0.0167,0.051,1584014460,0.1,"rain",27.9,1584041820,9.02,1584104400,27.62,1584041820,6.34,1584104400,10.51,0.58,1007.7,5.68,15.22,1584021420,287,0.39,6,1584038400,16.093,306.8,14.13,1584000000,27.9,1584041820,14.4,1584000000,27.62,1584041820,"US","Oklahoma",2020-03-12,NA
1584075600,"Light rain throughout the day.","rain",1584103260,1584146100,0.67,0.6106,1.4225,1584114420,0.91,"rain",10.66,1584100800,4.96,1584190800,10.38,1584100800,2.65,1584190800,5.24,0.76,1020.4,6.74,14.72,1584111600,59,0.96,4,1584124620,15.561,305.1,6.59,1584158400,16.13,1584075600,2.76,1584117900,15.85,1584075600,"US","Oklahoma",2020-03-13,NA
1584162000,"Rain in the morning.","rain",1584189600,1584232560,0.7,0.8834,3.9368,1584183420,0.95,"rain",11.77,1584222600,4.51,1584272520,11.49,1584222600,1.2,1584269880,6.03,0.88,1022.3,4.02,11.3,1584162000,41,0.97,4,1584212100,15.3,293.5,4.83,1584193140,11.77,1584222600,2.61,1584191640,11.49,1584222600,"US","Oklahoma",2020-03-14,NA
1584248400,"Possible light rain overnight.","cloudy",1584275940,1584319020,0.74,0.0288,0.0565,1584270240,0.14,"rain",10.16,1584309360,7.05,1584334680,8.07,1584309660,5.2,1584334380,4.66,0.85,1029.3,4.15,9.38,1584248400,38,0.95,4,1584296640,15.214,297.5,4.51,1584272520,10.16,1584309360,1.2,1584269880,8.07,1584309660,"US","Oklahoma",2020-03-15,NA
1584334800,"Possible light rain in the morning.","rain",1584362220,1584405480,0.77,0.1959,0.7379,1584349080,0.82,"rain",13.5,1584401640,8.22,1584450000,13.22,1584401640,6.11,1584450000,9.05,0.93,1021.8,1.92,7.56,1584338280,103,1,4,1584383760,13.019,301.6,7.05,1584334800,13.5,1584401640,5.21,1584334800,13.22,1584401640,"US","Oklahoma",2020-03-16,NA
1584421200,"Rain in the evening and overnight.","rain",1584448560,1584491880,0.81,0.7059,5.1025,1584500640,0.85,"rain",14.46,1584480540,11.68,1584502680,14.18,1584480540,11.95,1584502680,10.04,0.92,1021.2,4.02,9.56,1584486180,74,0.99,4,1584470580,13.331,301.9,8.11,1584452280,14.46,1584480540,5.78,1584452940,14.18,1584480540,"US","Oklahoma",2020-03-17,NA
1580025600,"Mostly cloudy throughout the day.","partly-cloudy-day",1580050380,1580087820,0.07,0.0129,0.0413,1580050740,0.15,"rain",14.98,1580078280,7.18,1580136360,14.7,1580078280,7.45,1580136360,10.23,0.9,1020.6,0.92,3.5,1580077500,190,0.6,3,1580069100,15.583,290.7,10.19,1580103840,14.98,1580078280,10.46,1580103840,14.7,1580078280,"US","Orange County, CA",2020-01-26,NA
1580112000,"Clear throughout the day.","clear-day",1580136780,1580174280,0.1,0.0122,0.0327,1580133780,0.11,"rain",22.22,1580164920,10.57,1580222340,21.94,1580164920,10.84,1580222340,9.11,0.76,1022.3,1.14,3.73,1580163300,87,0.13,4,1580155380,16.093,308,7.18,1580136360,22.22,1580164920,7.45,1580136360,21.94,1580164920,"US","Orange County, CA",2020-01-27,NA
1580198400,"Clear throughout the day.","clear-day",1580223120,1580260740,0.13,0.0121,0.0383,1580244420,0.07,"rain",23.51,1580251920,8.04,1580308920,23.23,1580251920,8.31,1580308920,7.15,0.58,1020.2,1.3,3.77,1580255940,180,0.06,4,1580241420,16.093,310.4,10.57,1580222340,23.51,1580251920,10.84,1580222340,23.23,1580251920,"US","Orange County, CA",2020-01-28,NA
1580284800,"Clear throughout the day.","clear-day",1580309460,1580347200,0.16,0.0107,0.0357,1580288940,0.05,"rain",24.12,1580338680,12.16,1580394960,23.84,1580338680,12.43,1580394960,0.46,0.43,1016.7,2.34,9.26,1580351760,61,0.03,4,1580328180,16.093,326.5,8.04,1580308920,24.12,1580338680,8.31,1580308920,23.84,1580338680,"US","Orange County, CA",2020-01-29,NA
1580371200,"Clear throughout the day.","clear-day",1580395860,1580433660,0.19,0.0113,0.0396,1580421600,0.04,"rain",23.17,1580423340,11.62,1580474820,22.89,1580423340,11.89,1580474820,-0.18,0.32,1019.2,1.33,5.79,1580371200,143,0.15,4,1580414400,16.093,309.8,12.16,1580394960,23.17,1580423340,12.43,1580394960,22.89,1580423340,"US","Orange County, CA",2020-01-30,NA
1580457600,"Clear throughout the day.","clear-day",1580482200,1580520120,0.22,0.0063,0.0258,1580482860,0.02,"rain",27.82,1580510460,12.47,1580568840,27.54,1580510460,12.74,1580568840,1.47,0.33,1022.7,1.5,5.14,1580507520,45,0.05,4,1580501100,16.093,307.3,11.62,1580474820,27.82,1580510460,11.89,1580474820,27.54,1580510460,"US","Orange County, CA",2020-01-31,NA
1580544000,"Clear throughout the day.","clear-day",1580568540,1580606580,0.25,0.0072,0.0304,1580553600,0.06,"rain",29.31,1580597100,11.14,1580655180,29.03,1580597100,11.41,1580655180,2.26,0.33,1021.7,1.31,4.02,1580598540,114,0,4,1580587500,16.093,303,12.47,1580568840,29.31,1580597100,12.74,1580568840,29.03,1580597100,"US","Orange County, CA",2020-02-01,NA
1580630400,"Clear throughout the day.","clear-day",1580654940,1580693040,0.29,0.0233,0.139,1580702760,0.12,"rain",20.06,1580676840,9.12,1580740800,19.78,1580676840,8.77,1580741580,7.98,0.63,1013.4,2.11,6.38,1580680860,181,0.24,4,1580673840,16.093,308.3,11.14,1580655180,20.06,1580676840,11.41,1580655180,19.78,1580676840,"US","Orange County, CA",2020-02-02,NA
1580716800,"Clear throughout the day.","rain",1580741280,1580779500,0.32,0.0151,0.0831,1580720400,0.25,"rain",17.44,1580770620,8.48,1580827680,17.16,1580770620,5.65,1580827860,-6.19,0.32,1012.2,2.45,12.22,1580799600,45,0.18,3,1580760240,16.093,348.6,9.12,1580740800,17.44,1580770620,8.77,1580741580,17.16,1580770620,"US","Orange County, CA",2020-02-03,NA
1580803200,"Clear throughout the day.","clear-day",1580827620,1580865960,0.35,0.0085,0.0371,1580824920,0.08,"rain",16.23,1580857980,5.55,1580914680,15.95,1580857980,5.82,1580914680,-15.85,0.13,1020.2,4.31,13.64,1580813940,59,0.03,3,1580846700,16.093,359.1,8.48,1580827680,16.23,1580857980,5.65,1580827860,15.95,1580857980,"US","Orange County, CA",2020-02-04,NA
1580889600,"Clear throughout the day.","clear-day",1580913960,1580952420,0.39,0.0169,0.048,1580938020,0.08,"rain",16.48,1580938920,5.13,1581000060,16.2,1580938920,5.4,1581000060,-5.62,0.33,1021.8,1.56,5.29,1580889600,187,0.1,3,1580933460,16.093,347.2,5.55,1580914680,16.48,1580938920,5.82,1580914680,16.2,1580938920,"US","Orange County, CA",2020-02-05,NA
1580976000,"Clear throughout the day.","clear-day",1581000360,1581038880,0.42,0.0141,0.0411,1581054960,0.08,"rain",18,1581026460,5.81,1581086880,17.72,1581026460,6.08,1581086880,1.39,0.54,1020.1,1.34,4.24,1581026700,185,0.05,5,1581019380,16.093,293.6,5.13,1581000060,18,1581026460,5.4,1581000060,17.72,1581026460,"US","Orange County, CA",2020-02-06,NA
1581062400,"Clear throughout the day.","clear-day",1581086700,1581125340,0.46,0.0094,0.0336,1581098880,0.08,"rain",20.05,1581116340,7.2,1581173820,19.77,1581116340,7.47,1581173820,5.52,0.66,1018.2,1.17,3.64,1581111060,233,0.01,5,1581106020,16.093,273.3,5.81,1581086880,20.05,1581116340,6.08,1581086880,19.77,1581116340,"US","Orange County, CA",2020-02-07,NA
1581148800,"Clear throughout the day.","clear-day",1581173040,1581211800,0.5,0.0123,0.0429,1581178440,0.08,"rain",20.23,1581198780,11.19,1581225600,19.95,1581198780,11.46,1581225600,8.19,0.76,1015.5,1.37,4.68,1581204900,214,0.11,5,1581192480,16.093,289.8,7.2,1581173820,20.23,1581198780,7.47,1581173820,19.95,1581198780,"US","Orange County, CA",2020-02-08,NA
1581235200,"Light rain until evening.","rain",1581259380,1581298260,0.53,0.312,1.2427,1581281520,0.79,"rain",13.59,1581274440,11.38,1581345240,13.31,1581274440,11.65,1581345240,7.94,0.74,1010.8,2.15,10.4,1581303540,114,0.71,3,1581278820,16.093,317.6,11.73,1581235200,13.59,1581274440,12,1581235200,13.31,1581274440,"US","Orange County, CA",2020-02-09,NA
1581321600,"Clear throughout the day.","clear-day",1581345720,1581384720,0.57,0.0166,0.0639,1581332040,0.2,"rain",22.89,1581378480,11.61,1581413640,22.61,1581378480,11.88,1581413640,3.1,0.43,1011.1,2.04,9.39,1581375540,43,0.22,4,1581365280,16.093,337.6,11.38,1581345240,22.89,1581378480,11.65,1581345240,22.61,1581378480,"US","Orange County, CA",2020-02-10,NA
1581408000,"Clear throughout the day.","clear-day",1581432060,1581471180,0.61,0.015,0.0355,1581415020,0.03,"rain",22.33,1581457380,7.12,1581515880,22.05,1581457380,6.68,1581518280,-1.99,0.33,1016.3,2.96,11.04,1581439980,72,0.02,4,1581451860,16.093,325.3,10.43,1581490800,22.33,1581457380,10.7,1581490800,22.05,1581457380,"US","Orange County, CA",2020-02-11,NA
1581494400,"Clear throughout the day.","clear-day",1581518400,1581557640,0.65,0.0163,0.0402,1581541380,0.07,"rain",19.14,1581545040,6.7,1581604920,18.86,1581545040,6.97,1581604920,4.01,0.56,1018.6,1.57,5.38,1581542280,168,0.04,4,1581537960,16.093,329.1,7.12,1581515880,19.14,1581545040,6.68,1581518280,18.86,1581545040,"US","Orange County, CA",2020-02-12,NA
1581580800,"Clear throughout the day.","clear-day",1581604740,1581644100,0.69,0.0096,0.032,1581598800,0.06,"rain",20.63,1581631500,7.5,1581691140,20.35,1581631500,7.33,1581688740,5.25,0.61,1017.9,1.31,4.73,1581634680,235,0.16,4,1581624540,16.093,337.2,6.7,1581604920,20.63,1581631500,6.97,1581604920,20.35,1581631500,"US","Orange County, CA",2020-02-13,NA
1581667200,"Clear throughout the day.","clear-day",1581691080,1581730560,0.72,0.0107,0.0318,1581673680,0.11,"rain",20.52,1581719940,6.3,1581777300,20.24,1581719940,6.57,1581777300,6.26,0.65,1018.2,1.36,4.81,1581724800,220,0.06,4,1581710820,16.093,330.8,7.5,1581691140,20.52,1581719940,7.33,1581688740,20.24,1581719940,"US","Orange County, CA",2020-02-14,NA
1581753600,"Clear throughout the day.","clear-day",1581777420,1581817020,0.76,0.0153,0.0352,1581765840,0.07,"rain",20.41,1581802440,7.92,1581854640,20.13,1581802440,8.19,1581854640,6.17,0.65,1020.9,1.29,4.45,1581805320,213,0.05,5,1581797220,16.093,318.4,6.3,1581777300,20.41,1581802440,6.57,1581777300,20.13,1581802440,"US","Orange County, CA",2020-02-15,NA
1581840000,"Clear throughout the day.","clear-day",1581863760,1581903420,0.79,0.0156,0.0376,1581898380,0.08,"rain",20.61,1581891960,7.81,1581944460,20.33,1581891960,8.08,1581944460,7.43,0.68,1018.7,1.28,4.87,1581893880,205,0.06,5,1581883560,16.093,293.3,7.92,1581854640,20.61,1581891960,8.19,1581854640,20.33,1581891960,"US","Orange County, CA",2020-02-16,NA
1581926400,"Clear throughout the day.","clear-day",1581950100,1581989880,0.83,0.0105,0.0282,1582009200,0.08,"rain",20.6,1581978180,8.77,1582036920,20.32,1581978180,9.04,1582036920,8.89,0.75,1014.2,1.27,4.2,1581977280,211,0.16,5,1581970200,16.015,296.6,7.81,1581944460,20.6,1581978180,8.08,1581944460,20.32,1581978180,"US","Orange County, CA",2020-02-17,NA
1582012800,"Partly cloudy throughout the day.","partly-cloudy-day",1582036440,1582076340,0.86,0.0166,0.0377,1582027440,0.13,"rain",21.02,1582064040,10.93,1582124400,20.74,1582064040,11.2,1582124400,10.86,0.83,1015.4,1.32,4.86,1582068960,208,0.34,4,1582056720,15.94,307.3,8.77,1582036920,21.02,1582064040,9.04,1582036920,20.74,1582064040,"US","Orange County, CA",2020-02-18,NA
1582099200,"Clear throughout the day.","partly-cloudy-day",1582122780,1582162800,0.89,0.0141,0.0373,1582114200,0.16,"rain",20.1,1582152600,8.89,1582206960,19.82,1582152600,9.16,1582206960,10.67,0.77,1017.6,1.23,4.58,1582146120,212,0.34,5,1582143300,16.039,302.2,10.93,1582124400,20.1,1582152600,11.2,1582124400,19.82,1582152600,"US","Orange County, CA",2020-02-19,NA
